,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
1701,1701,William Avery,MIN,20.0,187.96,81.64656,Duke,USA,1999,1,14,59,2.6,0.7,1.5,-11.2,0.017,0.081,0.22,0.391,0.289,1999-00
1803,1803,Dean Garrett,MIN,34.0,210.82,113.398,Indiana,USA,1988,2,38,70,2.5,3.1,0.3,-4.1,0.085,0.21,0.109,0.511,0.042,2000-01
1821,1821,William Avery,MIN,21.0,187.96,89.357624,Duke,USA,1999,1,14,55,2.8,0.5,1.4,-6.1,0.013,0.057,0.2,0.482,0.286,2000-01
1827,1827,Wally Szczerbiak,MIN,24.0,200.66,110.676448,Miami (OH),USA,1999,1,6,82,14.0,5.5,3.2,4.7,0.053,0.125,0.182,0.5660000000000001,0.141,2000-01
1849,1849,Felipe Lopez,MIN,26.0,195.58,88.45044,St. John's (NY),Dominican Republic,1998,1,24,70,7.9,3.3,1.5,-4.7,0.04,0.131,0.18,0.503,0.114,2000-01
1878,1878,Anthony Peeler,MIN,31.0,193.04,94.347136,Missouri,USA,1992,1,15,75,10.5,2.6,2.6,2.3,0.023,0.078,0.186,0.513,0.138,2000-01
1974,1974,Chauncey Billups,MIN,24.0,190.5,91.625584,Colorado,USA,1997,1,3,77,9.3,2.1,3.4,2.3,0.021,0.084,0.198,0.5379999999999999,0.2289999999999999,2000-01
2035,2035,LaPhonso Ellis,MIN,31.0,203.2,108.86208,Notre Dame,USA,1992,1,5,82,9.4,6.0,1.1,1.2,0.1169999999999999,0.182,0.196,0.524,0.079,2000-01
2070,2070,Kevin Garnett,MIN,25.0,210.82,99.79024,None,USA,1995,1,5,81,22.0,11.4,5.0,3.7,0.078,0.252,0.271,0.531,0.215,2000-01
2117,2117,Terrell Brandon,MIN,31.0,180.34,78.471416,Oregon,USA,1991,1,11,78,16.0,3.8,7.5,2.6,0.024,0.098,0.221,0.507,0.326,2000-01
2130,2130,Tom Hammonds,MIN,34.0,205.74,97.52228,Georgia Tech,USA,1989,1,9,7,1.0,0.6,0.1,22.5,0.071,0.08,0.198,0.322,0.04,2000-01
2133,2133,Todd Day,MIN,31.0,198.12,85.275296,Arkansas,USA,1992,1,8,31,4.3,1.2,0.9,0.1,0.035,0.094,0.203,0.515,0.131,2000-01
2175,2175,Rasho Nesterovic,MIN,25.0,213.36,113.398,None,Slovenia,1998,1,17,73,4.5,3.9,0.6,0.6,0.088,0.171,0.147,0.472,0.053,2000-01
2176,2176,Sam Jacobson,MIN,25.0,193.04,97.52228,Minnesota,USA,1998,1,26,14,1.4,0.4,0.3,2.5,0.0559999999999999,0.067,0.144,0.518,0.0819999999999999,2000-01
2186,2186,Sam Mitchell,MIN,37.0,200.66,97.52228,Mercer,USA,1985,3,54,82,3.5,1.5,0.7,-4.7,0.031,0.122,0.161,0.455,0.089,2000-01
2189,2189,Reggie Slater,MIN,30.0,200.66,115.66596,Wyoming,USA,Undrafted,Undrafted,Undrafted,55,4.6,3.4,0.5,3.5,0.133,0.173,0.174,0.568,0.055,2000-01
2214,2214,Maurice Evans,MIN,23.0,195.58,99.79024,Texas,USA,Undrafted,Undrafted,Undrafted,10,2.1,0.4,0.4,-6.1,0.06,0.026,0.198,0.506,0.154,2001-02
2253,2253,Kevin Garnett,MIN,26.0,210.82,99.79024,None,USA,1995,1,5,81,21.2,12.1,5.2,5.8,0.091,0.264,0.261,0.536,0.22,2001-02
2284,2284,Marc Jackson,MIN,27.0,208.28,122.46984,Temple,USA,1997,2,37,39,4.8,3.3,0.4,-3.5,0.107,0.184,0.205,0.467,0.05,2001-02
2290,2290,Loren Woods,MIN,24.0,215.9,111.583632,Arizona,USA,2001,2,45,60,1.8,2.0,0.4,-4.1,0.098,0.168,0.139,0.449,0.063,2001-02
2329,2329,Terrell Brandon,MIN,32.0,180.34,78.471416,Oregon,USA,1991,1,11,32,12.4,2.9,8.3,7.2,0.02,0.085,0.201,0.494,0.387,2001-02
2340,2340,William Avery,MIN,22.0,187.96,89.357624,Duke,USA,1999,1,14,28,2.5,0.9,1.3,-1.9,0.018,0.087,0.205,0.361,0.217,2001-02
